24.3	1	0.630111	1.61264
24.35	1	0.647387	1.59741
24.4	1	0.665545	1.58132
24.45	1	0.684539	1.5644
24.5	1	0.704321	1.54668
24.55	1	0.724843	1.5282
24.6	1	0.746052	1.50897
24.65	1	0.767896	1.48905
24.7	1	0.79032	1.46846
24.75	1	0.813268	1.44723
24.8	1	0.836682	1.42541
24.85	1	0.860505	1.40304
24.9	1	0.884677	1.38015
24.95	1	0.909137	1.35678
25	1	0.933824	1.33298
25.05	1	0.958677	1.3088
25.1	1	0.983632	1.28427
