-5.2 0.25258 -0.275027
-5 0.350761 -0.138369
-4.8 0.380037 0.0257078
-4.6 0.337496 0.185146
-4.4 0.233703 0.311229
-4.2 0.0892108 0.383467
-4 -0.0702655 0.392235
-3.8 -0.218856 0.339046
-3.6 -0.334777 0.234866
-3.4 -0.40319 0.0971062
-3.2 -0.417443 -0.0539058
-3 -0.378814 -0.19829
-2.8 -0.295098 -0.319294
-2.6 -0.178502 -0.405008
-2.4 -0.0433341 -0.449052
-2.2 0.0961454 -0.450361
-2 0.227407 -0.412303
-1.8 0.340762 -0.341406
-1.6 0.429863 -0.245963
-1.4 0.4917 -0.134724
-1.2 0.526194 -0.0158214
-1 0.535561 0.103997
-0.8 0.523574 0.219828
-0.6 0.49485 0.328792
-0.4 0.454226 0.430021
-0.2 0.406284 0.524509
-3.7581e-14 0.355028 0.614927
0.2 0.303703 0.705464
0.4 0.254742 0.801773
0.6 0.2098 0.911063
0.8 0.169846 1.04242
1 0.135292 1.20742
1.2 0.106126 1.42113
1.4 0.082038 1.70366
1.6 0.0625369 2.08247
1.8 0.0470362 2.59587
2 0.0349241 3.29809
2.2 0.0256104 4.26704
2.4 0.0185561 5.61577
2.6 0.0132893 7.51009
2.8 0.00941051 10.1953
3 0.00659114 14.0373
3.2 0.00456744 19.587
3.4 0.00313234 27.6796
3.6 0.00212648 39.5927
3.8 0.00142939 57.2954
4 0.000951564 83.8471
4.2 0.000627496 124.038
4.4 0.000409974 185.428
4.6 0.000265432 280.036
4.8 0.000170326 427.126
5 0.000108344 657.792
5.2 6.83286e-05 1022.62
5.4 4.27299e-05 1604.48
5.6 2.65006e-05 2540.18
5.8 1.63018e-05 4057.2
6 9.94769e-06 6536.45
6.2 6.02246e-06 10620.4
6.4 3.61776e-06 17400.1
6.6 2.1566e-06 28742
6.8 1.27588e-06 47860.2
7 7.49213e-07 80327.8
7.2 4.36717e-07 135874
7.4 2.52717e-07 231600
7.6 1.45195e-07 397758
7.8 8.28296e-08 688226
8 4.69221e-08 1.19959e+06
8.2 2.63974e-08 2.10608e+06
8.4 1.47494e-08 3.72411e+06
8.6 8.18551e-09 6.63182e+06
8.8 4.51244e-09 1.18923e+07
9 2.47117e-09 2.14729e+07
9.2 1.34446e-09 3.9036e+07
9.4 7.26741e-10 7.14428e+07
9.6 3.90323e-10 1.31625e+08
9.8 2.0831e-10 2.44101e+08
10 1.10475e-10 4.55641e+08
10.2 5.82257e-11 8.55992e+08
10.4 3.04989e-11 1.61838e+09
10.6 1.58781e-11 3.07912e+09
10.8 8.2164e-12 5.89496e+09
11 4.22628e-12 1.13558e+10
11.2 2.16097e-12 2.20095e+10
11.4 1.09845e-12 4.29175e+10
11.6 5.55096e-13 8.41912e+10
11.8 2.78893e-13 1.66143e+11
12 1.39318e-13 3.29807e+11
12.2 6.91993e-14 6.58531e+11
12.4 3.41771e-14 1.32254e+12
12.6 1.67854e-14 2.6714e+12
12.8 8.19794e-15 5.42679e+12
13 3.98178e-15 1.10867e+13
13.2 1.92338e-15 2.27771e+13
13.4 9.2403e-16 4.70555e+13
13.6 4.41528e-16 9.77507e+13
13.8 2.09844e-16 2.04178e+14
14 9.92021e-17 4.28805e+14
14.2 4.66492e-17 9.05431e+14
14.4 2.18214e-17 1.92211e+15
14.6 1.01544e-17 4.10215e+15
14.8 4.7008e-18 8.80114e+15
15 2.16496e-18 1.89821e+16
15.2 9.91985e-19 4.1154e+16
15.4 4.52221e-19 8.96866e+16
15.6 2.05116e-19 1.9646e+17
15.8 9.25696e-20 4.32554e+17
16 4.15689e-20 9.57212e+17
16.2 1.85743e-20 2.12895e+18
16.4 8.25879e-21 4.7588e+18
16.6 3.65418e-21 1.06903e+19
16.8 1.60897e-21 2.41341e+19
17 7.0502e-22 5.4753e+19
17.2 3.07442e-22 1.24826e+20
17.4 1.33427e-22 2.85966e+20
17.6 5.76312e-23 6.58292e+20
17.8 2.4775e-23 1.52268e+21
18 1.06005e-23 3.53892e+21
18.2 4.51442e-24 8.26406e+21
18.4 1.91362e-24 1.93895e+22
18.6 8.07416e-25 4.57064e+22
18.8 3.39107e-25 1.08247e+23
19 1.4177e-25 2.57554e+23
19.2 5.90002e-26 6.15638e+23
19.4 2.44428e-26 1.47835e+24
19.6 1.00806e-26 3.56627e+24
19.8 4.13878e-27 8.6422e+24
20 1.69167e-27 2.10377e+25
